ZONE,REGION,DISTRICT,SCHOOL NAME,LATITUDE,LONGITUDE,BOYS,GIRLS,MALE TEACHERS,FEMALE TEACHERS,CLASS
Central-South,Gedo,Garba Hare,T/Barwaqo,3.48314,42.4683,108,87,5,1,8
Central-South,Gedo,Luuq,Ganane,3.79999,42.54459,57,45,4,0,3
Central-South,Gedo,Luuq,Yurkud,3.52038,42.76914,131,64,5,0,5
Central-South,Gedo,Luuq,Salaam,3.7999,42.54459,70,45,3,1,3
Central-South,Hiran,Mataban,Mataban Primary School,5.19937,45.52284,62,56,3,2,4
Central-South,Hiran,Belet-Weyn,Doloyaben Primary School,4.41995,45.32749,122,48,6,0,5
Central-South,Hiran,Belet-Weyn,Nurfanar Primary School,4.40555,45.39156,230,105,10,0,10
Central-South,Hiran,Belet-Weyn,Bundo Wein Primary School,4.73671,45.2062,100,65,4,2,5
Central-South,Hiran,Belet-Weyn,Hiran (A) Primary School,4.83016,45.21662,130,133,8,0,7
Central-South,Hiran,Belet-Weyn,Tawakal Primary School,4.50569,45.28802,118,125,6,0,5
Central-South,Hiran,Belet-Weyn,Balad Weine Primary and Secondary School,4.73671,45.2062,287,119,11,0,11
Central-South,Hiran,Belet-Weyn,Caqiboy Primary School,4.26266,45.39108,225,49,8,0,6
Central-South,Hiran,Belet-Weyn,Alolaiad Primary School,4.65475,45.20376,109,101,8,1,5
Central-South,Hiran,Belet-Weyn,Sigalow B Primary School,4.75697,45.18797,92,88,8,2,6
Central-South,Hiran,Belet-Weyn,Qoydo Primary School,5,45,126,58,9,0,5
Central-South,Hiran,Belet-Weyn,Al-Mamun Primary School,4.73671,45.2062,226,158,10,3,9
Central-South,Hiran,Belet-Weyn,Tr Jante Primary School,4,45,203,99,6,1,7
Central-South,Hiran,Belet-Weyn,Sigaalow A Primary School,4.75697,45,71,36,7,1,3
Central-South,Hiran,Belet-Weyn,Al Imra Primary School,4.73671,45.2062,164,122,7,3,7
Central-South,Hiran,Belet-Weyn,Al Aqsa Primary School,4.73671,45.2,387,78,13,0,13
Central-South,Hiran,Belet-Weyn,Omar Binu Khadab Primary School,5,45,216,117,11,0,9
Central-South,Hiran,Belet-Weyn,Sheikh Mohamed Ma'alin Primary School,4.73,45.2,267,123,15,0,10
Central-South,Hiran,Belet-Weyn,Majmac Duba Primary School,4.7361,45.2062,924,659,16,0,27
Central-South,Hiran,Belet-Weyn,Barhano Primary School,4.5,45.34,195,129,9,0,8
Central-South,Hiran,Belet-Weyn,Gahaya Primary School,4.7,45.2,130,112,8,2,8
Central-South,Hiran,Belet-Weyn,Ugas Khalif Primary School,4.7,45.2,98,0,7,0,6
Central-South,Hiran,Belet-Weyn,Barey Primary School,4.54938,45.27831,214,72,11,0,6
Central-South,Hiran,Belet-Weyn,Ma'an Qale Primary School,4.5775,45.24085,78,50,6,0,3
Central-South,Hiran,Belet-Weyn,El-Ali School,4.19498,44.98773,200,153,7,0,7
Central-South,Hiran,Belet-Weyn,Buq-Gosar Primary School,4.51383,44.81709,122,72,6,1,5
Central-South,Hiran,Belet-Weyn,Osman Binu Cafan Primary School,4.73671,45.2062,295,85,11,0,9
Central-South,Hiran,Bulo Burti,Moalin Isse Primary School,3.85357,45.56596,261,175,4,1,9
Central-South,Hiran,Bulo Burti,Bulay Primary School,3.85357,45.56597,74,43,7,1,5
Central-South,Hiran,Bulo Burti,Ahmed Gurey Lower and Upper Primary,3.85357,45.56596,174,113,14,0,9
Central-South,Hiran,Jalalaqsi,Mubarak Primary School,3.37951,45.59941,170,48,6,0,6
Central-South,Hiran,Jalalaqsi,Jalalaqsi Primary School,3.37951,45.59941,141,99,5,0,6
Central-South,Hiran,Jalalaqsi,Islaw-Abuka Primary School,3.59811,45.55727,37,10,3,0,2
Central-South,Hiran,Jalalaqsi,Nashrullah Primary School,3.37951,45.59941,59,48,3,0,4
Central-South,Hiran,Mahas,Moqakori Primary School,4.06068,46.13221,89,31,5,0,3
Central-South,Hiran,Mahas,Mahas Primary School,3.83518,46.2342,116,94,5,0,5
Central-South,Lower Juba,Afmadou,Hayo Primary School,0.43422,41.81446,97,70,3,1,3
Central-South,Lower Juba,Afmadou,Al - Hudda Primary School,0.51486,42.07301,124,124,10,2,6
Central-South,Lower Juba,Afmadou,Qoqani Primary School,0.28189,41.71361,130,111,5,1,4
Central-South,Lower Juba,Afmadou,Aden Geddi Primary School,0.87003,41.97531,369,258,10,2,11
Central-South,Lower Juba,Badhadhe,Wadajir Primary School,1,41.665,68,34,4,0,3
Central-South,Lower Juba,Badhadhe,Badhaadhe Primary School,-1.03537,41.50047,127,85,15,3,6
Central-South,Lower Juba,Badhadhe,Hoosingow Primary School,-0.17382,41.27012,106,51,8,0,5
Central-South,Lower Juba,Badhadhe,Kulbiyow Primary Schoool,-1.1327,41.22177,75,35,5,0,3
Central-South,Lower Juba,Jamame,Bardhere Primary School,0.29069,42.74185,80,21,5,0,2
Central-South,Lower Juba,Jamame,Mogambo Primary School,0.15619,42.71765,95,28,7,0,5
Central-South,Lower Juba,Jamame,Arare Primary School,0.0289,42.6821,88,50,4,0,3
Central-South,Lower Juba,Jamame,Makalango Primary School,0.25429,42.75822,134,32,5,0,4
Central-South,Lower Juba,Jamame,Beled - Rahma Primary School,0.07806,42.71225,107,13,5,1,4
Central-South,Lower Juba,Jamame,Sabatuni Primary School,0.22323,42.77542,70,45,6,0,4
Central-South,Lower Juba,Jamame,Moffi Primary School,0.16415,42.75129,91,44,6,0,4
Central-South,Lower Juba,Jamame,Mashaqo Primary School,0.19575,42.74764,140,52,6,0,5
Central-South,Lower Juba,Jamame,Wadajir Primary School,0.17192,42.75365,72,20,4,0,4
Central-South,Lower Juba,Jamame,Miguwa Primary School,0.22178,42.76012,95,25,5,0,4
Central-South,Lower Juba,Jamame,Beled Amin Primary School,0.19529,42.77055,137,36,5,1,4
Central-South,Lower Juba,Jamame,Kamsuma Primary School,0.24935,42.77512,81,62,4,1,4
Central-South,Lower Juba,Jamame,Ramadan Primary School,0.24935,42.77512,142,111,4,1,6
Central-South,Lower Juba,Jamame,Deema Primary School,-0.01946,42.76579,128,108,7,0,5
Central-South,Lower Juba,Jamame,Osman Binu Afan Primary School,0.06916,42.7382,139,68,9,4,6
Central-South,Lower Juba,Jamame,Jubba Primary School,0.06916,42.7382,80,74,5,1,4
Central-South,Lower Juba,Jamame,Gobanimo Primary School,-0.03503,42.63977,44,11,3,0,2
Central-South,Lower Juba,Jamame,Fatah Primary School,0.06916,42.7382,196,202,10,3,11
Central-South,Lower Juba,Jamame,Burgan Primary School,0.25357,42.83449,70,26,4,0,3
Central-South,Lower Juba,Jamame,Bander Jadid Primary School,-0.01289,42.60922,106,79,7,0,5
Central-South,Lower Juba,Jamame,Nafta - Quur Primary School,0.02687,42.75004,120,110,6,2,7
Central-South,Lower Juba,Jamame,Bengeni Primary School,0.3911,42.72636,96,105,8,0,6
Central-South,Lower Juba,Jamame,Honqare Primary School,0.01239,42.79458,62,45,3,2,3
Central-South,Lower Juba,Jamame,Malaley Primary School,0.00182,42.66156,76,20,5,1,3
Central-South,Lower Juba,Jamame,Yiley Primary School,-0.5017,42.67581,132,32,7,0,5
Central-South,Lower Juba,Kismaiyo,Upper Hill Primary School (Dalcada),0.36029,42.54626,92,76,4,0,3
Central-South,Lower Juba,Kismaiyo,S. W. O Primary School,0.36202,42.54626,93,75,4,4,5
Central-South,Lower Juba,Kismaiyo,Ibnu Mascuud Primary School,-0.36029,42.54626,159,102,13,2,7
Central-South,Lower Juba,Kismaiyo,Al Hudaa Primary School,-0.36202,42.54626,70,45,9,0,4
Central-South,Lower Juba,Kismaiyo,Jubba Primary School,-0.36202,42.54626,471,92,18,0,9
Central-South,Lower Juba,Kismaiyo,Faanoole Primary School,-0.36029,42.54626,526,259,11,1,13
Central-South,Lower Juba,Kismaiyo,Horseed Primary School,-0.36029,42.54626,40,54,6,0,3
Central-South,Lower Juba,Kismaiyo,Gobweyn Primary School,-0.24808,42.60119,65,65,7,1,6
Central-South,Lower Juba,Kismaiyo,Waamo Primary School,-0.36029,42.54626,30,30,6,2,4
Central-South,Lower Juba,Kismaiyo,Al-Irshaad Primary School,-0.36209,42.54626,139,131,6,2,5
Central-South,Lower Juba,Kismaiyo,Ahmed Bin Hanbal Primary School,-0.36029,42.54629,304,251,12,3,12
Central-South,Lower Shabelle,Afgoye,Baqdad Primary School,2.27038,45.22364,49,31,5,0,4
Central-South,Lower Shabelle,Afgoye,Afgoi Girls Orphanage Primary School,2.14158,45.1187,58,222,7,5,6
Central-South,Lower Shabelle,Afgoye,Marerei Primary School,2.13574,45.05893,99,61,5,0,5
Central-South,Lower Shabelle,Afgoye,Al-Qasimi Primary School,2.14158,45.1187,71,32,5,0,4
Central-South,Lower Shabelle,Afgoye,Shabelle Primary School,2.14158,45.1187,172,51,9,0,6
Central-South,Lower Shabelle,Afgoye,Abu-Bakar Siddig Primary School,2.14158,45.1187,326,117,14,6,17
Central-South,Lower Shabelle,Afgoye,Ibnu Abbas Primary School,2.14158,45.1187,109,69,8,0,8
Central-South,Lower Shabelle,Afgoye,Abow Magow Primary School,2.2202,45.09838,36,26,5,0,2
Central-South,Lower Shabelle,Afgoye,Lafole Compound Primary school,2.0787,45.1718,113,39,8,0,7
Central-South,Lower Shabelle,Afgoye,Abu-Musa Al-Ashcari Primary School,2.14158,45.1187,128,77,7,0,8
Central-South,Lower Shabelle,Afgoye,Ala Yasir Primary School,2.14154,45.1187,279,94,9,0,9
Central-South,Lower Shabelle,Afgoye,Isra Primary School,2.14154,45.1187,210,63,11,0,9
Central-South,Lower Shabelle,Awdheegle,Mubarak,1.91705,44.77,177,75,9,1,9
Central-South,Lower Shabelle,Awdheegle,Daru-salam,1.922,44.78,211,120,11,1,10
Central-South,Lower Shabelle,Awdheegle,Aw - Dhegle,1.97,44.83,150,63,16,1,7
Central-South,Lower Shabelle,Awdheegle,Barirre,2,44.89,108,48,7,1,4
Central-South,Lower Shabelle,Barawe,Cali Bin Abii Daalib Primary School,1.11477,44.03043,47,10,5,0,4
Central-South,Lower Shabelle,Kurtun Warrey,Mukuy Dumis Primary School,1.5985,44.43,115,52,2,1,5
Central-South,Lower Shabelle,Marka,New way's,1.7156,44.7699,74,51,2,3,4
Central-South,Lower Shabelle,Marka,J.M Barrow,1.7156,44.76,121,109,5,3,7
Central-South,Lower Shabelle,Marka,Sheik Abrone,1.71567,44.7699,93,59,6,0,5
Central-South,Lower Shabelle,Marka,Badru - Diin,1.71,44.76,35,36,2,1,3
Central-South,Lower Shabelle,Marka,Alla - Magan,1.71567,44.7699,282,223,12,3,14
Central-South,Lower Shabelle,Marka,Obosivo,1.71567,44.7699,94,91,8,8,6
Central-South,Lower Shabelle,Marka,Sheikh Ali Maye,1.71,44.76,295,182,12,0,9
Central-South,Lower Shabelle,Marka,Al - Aman,1.71,44.76,108,136,6,3,8
Central-South,Lower Shabelle,Marka,Imam Al- Bukhari Ophanage,1.71,44.76,200,0,8,0,8
Central-South,Lower Shabelle,Marka,Sh. Abdi Dhere,1.65,44.57,108,70,6,1,6
Central-South,Lower Shabelle,Marka,Ayub Orphanage,1.7,44.7,29,22,0,6,3
Central-South,Lower Shabelle,Marka,Malable,1.84,44.7,104,51,9,1,7
Central-South,Lower Shabelle,Marka,Ugunji,1.8,44.72,143,72,8,2,8
Central-South,Lower Shabelle,Marka,Jilib - Marka,1.8,44.916,100,52,4,2,6
Central-South,Lower Shabelle,Marka,Gendershe,1.8,44.9,36,38,2,0,3
Central-South,Lower Shabelle,Marka,Deg-Wariiri,1.8,44.68,69,30,4,0,4
Central-South,Lower Shabelle,Marka,Sigale,1.85131,44.70168,113,52,7,1,7
Central-South,Lower Shabelle,Marka,El-Waregow,1.8,44.799,37,54,2,1,3
Central-South,Lower Shabelle,Marka,Ambanane,1.8,44.7,41,48,3,0,3
Central-South,Lower Shabelle,Marka,Buufow,1.7,44.7,36,35,3,0,3
Central-South,Lower Shabelle,Marka,Madulow,1.7,44.55,46,27,3,0,3
Central-South,Lower Shabelle,Marka,Golweyn,1.65,44.5,309,158,11,1,12
Central-South,Lower Shabelle,Marka,Borow,1.8,44.7,76,42,2,0,6
Central-South,Lower Shabelle,Marka,Al - Ansar,1.71,44.76,497,315,12,8,19
Central-South,Lower Shabelle,Marka,Al - Rahman,1.71,44.76,334,202,16,4,19
Central-South,Lower Shabelle,Marka,Shalambod,1.7,44.69499,146,145,10,4,12
Central-South,Lower Shabelle,Marka,Waagdaadi,1.7,44.64,127,75,6,3,8
Central-South,Lower Shabelle,Marka,Mushani,1.77,44.6566,227,119,11,0,12
Central-South,Lower Shabelle,Marka,Sagaaroole,1.8,44.77,37,72,2,0,3
Central-South,Lower Shabelle,Marka,Adimole,1.8,44.65,59,37,5,1,5
Central-South,Lower Shabelle,Marka,Gandaawe,1.72,44.7,63,74,5,1,6
Central-South,Lower Shabelle,Marka,Kay toy,1.78,44.67,30,17,2,1,3
Central-South,Lower Shabelle,Marka,Muungiye Primary School,1.60907,44.62074,56,34,4,0,4
Central-South,Lower Shabelle,Marka,Jannale Primary School,1.80743,44.69089,178,88,7,2,8
Central-South,Lower Shabelle,Marka,Majabto Primary School,1.78251,44.63279,33,26,2,2,3
Central-South,Lower Shabelle,Marka,Tawakal Primary School,1.79698,44.62099,68,21,5,1,3
Central-South,Lower Shabelle,Qoryoley,Sh. Axmed Faqi primary School,1.84951,44.68415,160,41,6,0,6
Central-South,Lower Shabelle,Sablale,Sablaale Primary School,1.30517,43.88903,148,76,10,2,6
Central-South,Lower Shabelle,Wanle Weyne,Imamu - Nawawi Primary School,2.61945,44.89357,121,47,6,0,5
Central-South,Lower Shabelle,Wanle Weyne,Wanle Weine Primary School,2.61945,44.89357,260,101,10,3,10
Central-South,Middle Juba,Jilib,Kalanje Primary School,0.37135,42.73963,94,31,5,0,4
Central-South,Middle Juba,Jilib,Mareerey Primary School,0.42943,42.7154,203,112,7,1,7
Central-South,Middle Juba,Jilib,Buulo Balley Primary School,0.60948,42.74723,282,112,6,1,8
Central-South,Middle Juba,Jilib,Bander Salaama Primary School,0.36388,42.77064,57,65,5,0,5
Central-South,Middle Juba,Jilib,Homboy Primary School,0.39788,42.86668,195,68,8,1,4
Central-South,Middle Juba,Jilib,Abdala Kakane Primary School,0.52403,42.75359,103,64,6,1,5
Central-South,Middle Juba,Jilib,Osboley Primary School,0.53666,42.74954,88,49,7,0,5
Central-South,Middle Juba,Jilib,Sheik Noor (1) Primary School,0.49345,42.7702,277,136,12,3,8
Central-South,Middle Juba,Jilib,Osman Mote Primary School,0.69469,42.69456,131,62,7,1,5
Central-South,Middle Juba,Jilib,Wagade Primary School,0.68395,42.40706,141,64,8,0,3
Central-South,Middle Juba,Jilib,Mubaarak Primary School,0.42552,42.72734,135,67,9,1,6
Central-South,Middle Juba,Jilib,Sheik Noor (2) Primary School,0.49345,42.7702,201,84,8,1,6
Central-South,Middle Juba,Jilib,Manyagabo Primary School,0.50685,42.76448,88,68,8,1,5
Central-South,Middle Juba,Jilib,B/Rahma primary School,0.49547,42.75757,145,72,9,0,6
Central-South,Middle Juba,Jilib,Madhoke Limole Primary School,0.54895,42.76406,82,31,8,1,4
Central-South,Middle Juba,Jilib,B/Kariim Primary School,0.54448,42.73956,93,66,5,1,4
Central-South,Middle Juba,Jilib,Hargeesa Yerey Primary School,0.4473,42.70346,182,71,9,1,6
Central-South,Middle Juba,Sakow,Nebsoy Primary School,1.74871,42.50629,60,25,2,0,2
Central-South,Middle Juba,Sakow,Nusdunia Primary School,1.62255,42.42742,115,51,5,0,4
Central-South,Middle Juba,Sakow,Gurmeysa Primary School,1.69039,42.40564,90,44,2,0,4
Central-South,Middle Juba,Sakow,Towfiq Primary School,1.63938,42.45217,148,58,6,0,4
Central-South,Middle Juba,Sakow,Basra Primary School,1.68813,42.34105,63,38,4,0,3
Central-South,Middle Juba,Sakow,Qeyt-Ajubo Primary School,1.67924,42.5224,76,54,2,1,3
Central-South,Middle Juba,Sakow,Sakow Primary School,1.63938,42.45217,236,116,14,5,9
Central-South,Middle Juba,Sakow,Salagle Primary School,1.81187,42.29569,100,61,10,0,6
Central-South,Middle Juba,Sakow,Qaboobe Primary School,1.54715,42.44968,59,21,2,0,2
Central-South,Middle Juba,Sakow,Birbiriso Primary School,1.67216,42.42952,72,23,2,0,2
Central-South,Middle Shabelle,Adaale,Adale Primary School,2.75925,46.32271,49,25,6,0,6
Central-South,Middle Shabelle,Aden Yabal,Sh. Ahmed Siyaar Primary School,3.7776,46.24544,93,55,6,2,5
Central-South,Middle Shabelle,Aden Yabal,Aden Yabal Primary School,3.7776,46.24544,150,139,5,2,11
Central-South,Middle Shabelle,Bal'ad,Gololey Primary School,2.44913,45.35442,46,52,3,1,3
Central-South,Middle Shabelle,Bal'ad,Qalimow Primary School,2.58951,45.37009,29,50,4,1,4
Central-South,Middle Shabelle,Bal'ad,Imaamu Nawawi Primary School,2.35991,45.38705,112,66,12,1,4
Central-South,Middle Shabelle,Bal'ad,Evergreen Primary School,2.35991,45.38705,118,160,10,2,8
Central-South,Middle Shabelle,Jowhar,Kulmis Primary School,2.7806,45.50038,153,101,8,1,7
Central-South,Middle Shabelle,Jowhar,Buula - Baleey Primary School,2.7806,45.50038,122,85,9,3,7
Central-South,Middle Shabelle,Jowhar,Sheikh Hassan Barsane Primary School,2.7806,45.50038,239,102,11,0,10
Central-South,Middle Shabelle,Jowhar,Biyo Ade Primary School,2.93558,45.79131,94,100,5,2,4
Central-South,Middle Shabelle,Jowhar,Maria Luneti Primary School,2.7806,45.50038,170,68,9,2,9
Central-South,Middle Shabelle,Jowhar,Horseed Primary School,2.7806,45.50038,101,101,9,1,9
Central-South,Middle Shabelle,Jowhar,Sheikh Husein Adde Primary School,2.7806,45.50038,307,106,9,0,8
Central-South,Middle Shabelle,Jowhar,Moyko Primary School,2.7599,45.49735,100,41,5,0,5
Central-South,Middle Shabelle,Mahaday,Mahaday Primary School,2.97552,45.53355,136,137,6,2,6
Central-South,Middle Shabelle,Warsheikh,Hirabe Primary School,2.29667,45.79556,55,82,3,1,7
